FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.94,94,1,New South Wales,16400,Port Stephens,58509,59506,1.70401,60410,1.519174537,61256,1.400430392,61918,1.080710461,62132,0.345618399,63425,2.081053241,64316,1.404808829,65521,1.873561789,66447,1.413287343,67214,1.15430343,68012,1.187252656,68750,1.085102629,69537,1.144727273,70257,1.035419992,71115,1.221230625,71772,0.923855727,72630,1.195452266,73472,1.159300565,74509,1.411422038,75685,1.578332819,1176,1.5783,858.43573,88.16619873,676,590,86,5155,4840,315,412,156,256,696,632,64,6024,5458,566,399,171,228,723,589,134,5792,5298,494,405,191,214,671,611,60,5751,4921,830,363,216,147,708,603,105,6372,5330,1042,159,130,29
abs_regional_population_lga_2001_2021.95,95,1,New South Wales,16490,Queanbeyan-Palerang Regional,44289,45669,3.11590,47142,3.225382645,47783,1.359721692,48886,2.308352343,50070,2.421961298,51002,1.861394048,52141,2.233245755,53190,2.011852477,54250,1.9928558,54844,1.094930876,55408,1.028371381,55920,0.924054288,56537,1.103361946,57130,1.048870651,57790,1.155259933,58816,1.775393667,59889,1.824333515,61089,2.003706858,62234,1.874314525,63491,2.019796253,1257,2.01979995,5319.007324,11.93659973,764,274,490,4392,4312,80,741,285,456,825,283,542,4997,4877,120,725,314,411,864,281,583,5405,5177,228,736,347,389,832,280,552,5018,4690,328,656,391,265,874,265,609,5368,4848,520,363,235,128
abs_regional_population_lga_2001_2021.96,96,1,New South Wales,16550,Randwick,124456,124390,-0.05303,124252,-0.110941394,124088,-0.131989827,124596,0.409386887,125346,0.601945488,128229,2.300033507,131136,2.267037878,133975,2.164928014,136006,1.515954469,137792,1.31317736,139836,1.483395262,142459,1.875768758,144814,1.65310721,146908,1.445992791,148922,1.370926022,152149,2.166906166,154145,1.311871915,155521,0.892665996,156596,0.691224979,153498,-1.978339166,-3098,-1.97829998,36.33100128,4224.986816,1873,882,991,7991,11008,-3017,10692,5439,5253,1781,893,888,8857,11977,-3120,10189,5961,4228,1712,881,831,8671,12152,-3481,10540,6514,4026,1585,884,701,9425,11728,-2303,9240,6563,2677,1591,790,801,10291,12648,-2357,3306,4848,-1542
abs_regional_population_lga_2001_2021.97,97,1,New South Wales,16610,Richmond Valley,21014,21213,0.94699,21213,0,21167,-0.216848159,21256,0.420465819,21728,2.220549492,22067,1.560198822,22291,1.015090406,22417,0.56525055,22597,0.802962038,22717,0.531043944,22848,0.576660651,22981,0.582107843,23087,0.461250598,23148,0.264217958,23256,0.466562986,23331,0.32249742,23374,0.184304145,23462,0.376486695,23491,0.123604126,23572,0.344812907,81,0.3448,3047.374756,7.73519993,260,252,8,1578,1570,8,95,36,59,273,234,39,1776,1825,-49,93,40,53,246,209,37,1729,1727,2,93,44,49,258,217,41,1560,1604,-44,82,50,32,294,200,94,1715,1733,-18,35,30,5
abs_regional_population_lga_2001_2021.98,98,1,New South Wales,16700,Ryde,98516,98711,0.19794,98929,0.220846714,99089,0.161732151,99527,0.442026865,100344,0.820882776,102453,2.101769912,104602,2.097547168,105983,1.320242443,107319,1.260579527,108712,1.297999422,111156,2.248141879,113547,2.151030983,115843,2.022070156,118499,2.292758302,121270,2.338416358,124619,2.761606333,127340,2.183455171,131186,3.020260719,133205,1.539036178,132822,-0.287526744,-383,-0.28749999,40.47460175,3281.61377,1622,727,895,8088,9188,-1100,7030,3476,3554,1464,754,710,9695,10524,-829,6697,3857,2840,1526,625,901,10362,10079,283,6902,4240,2662,1526,740,786,10017,10589,-572,6074,4269,1805,1523,697,826,10888,11441,-553,2464,3120,-656
abs_regional_population_lga_2001_2021.99,99,1,New South Wales,16900,Shellharbour,59383,60054,1.12995,60815,1.26719286,61382,0.932335772,61863,0.783617347,62243,0.614260543,62916,1.081246084,63956,1.652997648,64778,1.285258615,65597,1.264318133,66218,0.946689635,66840,0.939321635,67701,1.288150808,68658,1.413568485,69474,1.188499519,70391,1.319918243,71036,0.916310324,72160,1.5822963,73225,1.475886918,74625,1.911915329,76364,2.330318258,1739,2.33030009,147.4208069,518.0001831,764,507,257,3857,3730,127,420,159,261,891,546,345,4676,4127,549,406,176,230,884,530,354,4638,4145,493,411,193,218,849,600,249,4861,3859,1002,367,218,149,960,544,416,5398,4106,1292,163,132,31
abs_regional_population_lga_2001_2021.100,100,1,New South Wales,16950,Shoalhaven,86856,88055,1.38045,88861,0.915337005,89374,0.57730613,90173,0.893996017,90505,0.368181163,91497,1.09607204,92351,0.933363935,93754,1.519203907,95154,1.49326962,96203,1.10242344,97166,1.001008285,98097,0.958154087,99292,1.218182004,100550,1.266970149,101942,1.384385878,103061,1.097682996,104268,1.171151066,105637,1.31296275,107198,1.477701942,108892,1.580253363,1694,1.58029997,4567.201172,23.84219933,902,1084,-182,6089,5197,892,659,250,409,1041,1128,-87,7080,6147,933,636,275,361,1106,1151,-45,6975,5904,1071,644,301,343,1081,1179,-98,6863,5436,1427,576,344,232,1169,1106,63,7849,6253,1596,242,207,35
abs_regional_population_lga_2001_2021.101,101,1,New South Wales,17000,Singleton,21066,21356,1.37663,21671,1.474995317,21886,0.99210927,22254,1.68144019,22535,1.262694347,22663,0.568005325,22860,0.869258262,23063,0.888013998,23335,1.179378225,23523,0.805656739,23548,0.106278961,23557,0.038219806,23597,0.169800908,23586,-0.046616095,23576,-0.042398033,23499,-0.326603325,23397,-0.434061024,23457,0.256443134,23379,-0.332523341,23573,0.829804525,194,0.82980001,4892.716797,4.81799984,305,127,178,1735,2064,-329,120,46,74,282,150,132,2099,2400,-301,116,49,67,339,147,192,1853,2047,-194,118,56,62,300,141,159,1740,2020,-280,105,62,43,322,145,177,2137,2126,11,44,38,6
abs_regional_population_lga_2001_2021.102,102,1,New South Wales,17040,Snowy Monaro Regional,19440,19571,0.67387,19710,0.710234531,19762,0.263825469,19866,0.526262524,20008,0.714789087,20073,0.324870052,20147,0.368654411,20241,0.466570705,20335,0.464403933,20386,0.250799115,20403,0.083390562,20433,0.1470372,20454,0.102774923,20473,0.092891366,20558,0.41518097,20665,0.520478646,20714,0.237115896,20793,0.381384571,20997,0.981099408,21207,1.000142878,210,1.00010002,15164.79004,1.39839995,185,175,10,1180,1217,-37,218,84,134,201,162,39,1387,1497,-110,212,92,120,205,163,42,1417,1493,-76,214,101,113,201,137,64,1336,1274,62,192,114,78,192,149,43,1662,1507,155,81,69,12
abs_regional_population_lga_2001_2021.103,103,1,New South Wales,17080,Snowy Valleys,15084,15018,-0.43755,15052,0.226394993,14793,-1.720701568,14700,-0.628675725,14684,-0.108843537,14641,-0.29283574,14575,-0.450788881,14647,0.493996569,14728,0.553014269,14756,0.190114068,14741,-0.101653565,14720,-0.142459806,14690,-0.203804348,14640,-0.340367597,14611,-0.198087432,14559,-0.355896243,14516,-0.295349955,14476,-0.275558005,14413,-0.435203095,14349,-0.444043572,-64,-0.44400001,8958.921875,1.60160005,145,170,-25,712,789,-77,81,31,50,164,151,13,851,952,-101,80,35,45,171,154,17,866,965,-99,79,37,42,175,169,6,833,929,-96,70,43,27,149,135,14,863,947,-84,31,25,6
abs_regional_population_lga_2001_2021.105,105,1,New South Wales,17150,Sutherland Shire,212458,212978,0.24475,212719,-0.121608805,211907,-0.381724247,211460,-0.210941592,211230,-0.108767616,213161,0.914169389,216400,1.519508728,219065,1.231515712,220060,0.45420309,220250,0.086340089,221220,0.440408627,222549,0.600759425,223921,0.616493446,225218,0.579222136,226461,0.551909705,227695,0.544906187,228980,0.564351435,230579,0.698314263,232366,0.77500553,234275,0.821548764,1909,0.8215,333.5805969,702.3040161,2579,1525,1054,8165,9482,-1317,2411,914,1497,2669,1616,1053,9441,10528,-1087,2326,1007,1319,2698,1535,1163,10200,11014,-814,2362,1112,1250,2504,1599,905,10596,10557,39,2095,1252,843,2686,1559,1127,11778,11137,641,886,745,141
abs_regional_population_lga_2001_2021.106,106,1,New South Wales,17200,Sydney,128901,136368,5.79282,145079,6.387862255,152892,5.385341779,158834,3.886403474,164597,3.628316355,169056,2.70904087,172985,2.324081961,177150,2.407723213,180748,2.031047135,183281,1.401398632,189543,3.416611651,196318,3.574386815,204516,4.175877912,214037,4.655381486,222717,4.055373604,233177,4.696543147,240102,2.96984694,245942,2.432299606,248668,1.108391409,242237,-2.586179163,-6431,-2.5862,26.67620087,9080.641602,2443,661,1782,16544,17647,-1103,24645,14864,9781,2325,746,1579,18280,21120,-2840,23824,15638,8186,2251,674,1577,20123,21947,-1824,23317,17230,6087,2208,714,1494,19384,22624,-3240,20856,16384,4472,2240,719,1521,21028,24325,-3297,8297,12952,-4655
abs_regional_population_lga_2001_2021.107,107,1,New South Wales,17310,Tamworth Regional,53557,53831,0.51160,54016,0.343668147,54111,0.175873815,54363,0.465709375,54887,0.963890882,55607,1.311786033,56148,0.972899095,56814,1.186150887,57650,1.4714683,58228,1.002601908,58699,0.808889194,59240,0.921651135,59872,1.066846725,60432,0.935328701,60990,0.923351867,61615,1.024758157,62086,0.764424247,62531,0.716747737,62544,0.020789688,62782,0.380532105,238,0.38049999,9884.350586,6.35169983,752,533,219,3179,3167,12,634,240,394,793,527,266,3601,3786,-185,653,263,390,826,537,289,3540,3714,-174,621,291,330,768,535,233,3114,3557,-443,552,329,223,851,495,356,3579,3748,-169,247,196,51
abs_regional_population_lga_2001_2021.108,108,1,New South Wales,17350,Temora,6288,6221,-1.06552,6123,-1.575309436,6039,-1.371876531,6016,-0.380857758,6008,-0.132978723,5977,-0.515978695,5959,-0.301154425,5936,-0.3859708,5951,0.252695418,5953,0.033607797,6002,0.823114396,6055,0.883038987,6098,0.710156895,6165,1.098720892,6210,0.729927007,6239,0.466988728,6267,0.44878987,6307,0.638263922,6274,-0.523228159,6249,-0.398469876,-25,-0.3985,2802.015869,2.23020005,61,71,-10,263,234,29,15,5,10,75,81,-6,355,329,26,14,6,8,66,61,5,311,284,27,14,6,8,72,76,-4,275,310,-35,13,7,6,53,69,-16,346,356,-10,5,4,1
abs_regional_population_lga_2001_2021.109,109,1,New South Wales,17400,Tenterfield,6842,6808,-0.49693,6709,-1.454171563,6650,-0.87941571,6630,-0.30075188,6666,0.542986425,6731,0.97509751,6796,0.965681177,6882,1.265450265,6941,0.857308922,6990,0.705950151,6925,-0.929899857,6834,-1.314079422,6769,-0.951126719,6713,-0.827300931,6697,-0.238343513,6660,-0.552486188,6631,-0.435435435,6594,-0.557985221,6471,-1.86533212,6502,0.479060423,31,0.47909999,7324.307129,0.88770002,64,71,-7,444,484,-40,15,5,10,70,78,-8,522,551,-29,14,6,8,58,74,-16,492,521,-29,14,6,8,51,84,-33,416,512,-96,13,7,6,58,71,-13,566,522,44,5,5,0
abs_regional_population_lga_2001_2021.110,110,1,New South Wales,17420,The Hills Shire,117301,122269,4.23526,126698,3.622340904,130134,2.711960726,133214,2.366791154,136015,2.102631856,138034,1.484395103,141230,2.315371575,144388,2.236068824,146247,1.287503117,147779,1.047542856,149939,1.461642047,152429,1.660675341,155366,1.926798706,158941,2.301018241,162975,2.53804871,167954,3.055069796,172339,2.610833919,177927,3.242446573,183777,3.287865248,188557,2.60097836,4780,2.60100007,386.1582947,488.2893982,1647,616,1031,11483,9444,2039,3550,1641,1909,1689,658,1031,13096,11340,1756,3394,1796,1598,1749,743,1006,14610,11562,3048,3478,1944,1534,1784,709,1075,15110,11385,3725,3088,2038,1050,1821,773,1048,16528,12708,3820,1303,1391,-88
abs_regional_population_lga_2001_2021.104,104,1,New South Wales,17100,Strathfield,29253,29578,1.11100,30256,2.292244236,31242,3.258857747,32143,2.883938288,33030,2.759543291,34219,3.599757796,35343,3.28472486,36592,3.533938828,37002,1.120463489,37239,0.640505919,37968,1.95762507,38918,2.502107038,40301,3.553625572,41276,2.419294807,42415,2.759472817,43852,3.387952375,45110,2.868740308,46896,3.959210818,47756,1.833845104,47705,-0.106792864,-51,-0.1068,14.00080013,3407.30542,585,155,430,3311,3905,-594,3400,1799,1601,530,179,351,3643,4251,-608,3303,1788,1515,519,200,319,3939,3967,-28,3350,1855,1495,559,195,364,3953,4477,-524,2975,1955,1020,534,154,380,4285,4815,-530,1424,1325,99
abs_regional_population_lga_2001_2021.111,111,1,New South Wales,17550,Tweed,73980,75711,2.33982,77868,2.84899156,79555,2.166486875,80382,1.039532399,81531,1.429424498,83060,1.875360292,84842,2.145437033,86539,2.000188586,87722,1.367013716,88437,0.815074896,89266,0.937390459,90226,1.075437457,91139,1.011903442,92261,1.231086582,93742,1.605228645,94909,1.244906232,96018,1.168487709,96985,1.007102835,98390,1.448677631,99480,1.107836162,1090,1.10780001,1307.785278,76.06749725,906,1093,-187,6157,5292,865,783,294,489,938,1086,-148,6637,5808,829,754,326,428,948,1072,-124,6710,6024,686,763,358,405,977,1026,-49,6998,5822,1176,681,403,278,969,956,13,7429,6434,995,326,244,82
abs_regional_population_lga_2001_2021.112,112,1,New South Wales,17620,Upper Hunter Shire,13430,13415,-0.11169,13335,-0.596347372,13235,-0.749906262,13281,0.347563279,13333,0.391536782,13374,0.307507688,13599,1.682368775,13801,1.485403338,13983,1.318745018,14206,1.594793678,14388,1.28114881,14514,0.875729775,14508,-0.041339396,14412,-0.661703888,14344,-0.471829031,14274,-0.488008924,14208,-0.462379151,14178,-0.211148649,14167,-0.077584991,14152,-0.105879862,-15,-0.1059,8096.088867,1.74800003,151,120,31,748,902,-154,86,33,53,142,119,23,925,1062,-137,83,35,48,178,115,63,926,1064,-138,85,40,45,150,138,12,988,1041,-53,75,45,30,152,118,34,1066,1120,-54,32,27,5
abs_regional_population_lga_2001_2021.113,113,1,New South Wales,17640,Upper Lachlan Shire,7210,7203,-0.09709,7195,-0.111064834,7192,-0.041695622,7185,-0.097330367,7209,0.334029228,7229,0.277430989,7276,0.650159081,7333,0.783397471,7379,0.627301241,7422,0.582734788,7571,2.007545136,7594,0.303790781,7722,1.685541217,7804,1.061901062,7853,0.627883137,7914,0.776773208,7954,0.505433409,8059,1.32009052,8274,2.667824792,8419,1.752477641,145,1.75250006,7127.395508,1.18120003,95,67,28,506,488,18,24,9,15,67,74,-7,679,646,33,24,10,14,79,70,9,653,571,82,25,11,14,82,67,15,630,439,191,22,13,9,86,56,30,647,533,114,9,8,1
abs_regional_population_lga_2001_2021.114,114,1,New South Wales,17650,Uralla,6052,6002,-0.82617,5912,-1.499500167,5885,-0.456698241,5888,0.05097706,5894,0.101902174,5930,0.610790635,5996,1.112984823,6129,2.21814543,6198,1.125795399,6241,0.693772185,6244,0.04806922,6253,0.144138373,6238,-0.239884855,6194,-0.70535428,6147,-0.758798838,6106,-0.666992029,6057,-0.802489355,6011,-0.759451874,5945,-1.097987024,5883,-1.042893188,-62,-1.04289997,3226.532715,1.8233,51,50,1,435,491,-56,23,9,14,53,53,0,464,525,-61,22,10,12,62,59,3,463,522,-59,22,12,10,48,49,-1,394,466,-72,20,13,7,72,68,4,463,530,-67,8,7,1
abs_regional_population_lga_2001_2021.115,115,1,New South Wales,17750,Wagga Wagga,56280,56718,0.77825,56897,0.31559646,57211,0.55187444,57761,0.961353586,58518,1.310572878,59493,1.666154004,60329,1.405207335,61061,1.213346815,61503,0.723866298,61781,0.452010471,62104,0.522814458,62416,0.502383099,62776,0.576775186,63327,0.877723971,63906,0.914301957,64312,0.635308109,64743,0.670170419,65249,0.781551674,65765,0.790816717,66408,0.977723713,643,0.9777,4824.48877,13.76480007,838,492,346,3942,4275,-333,633,240,393,870,439,431,4496,4844,-348,612,264,348,953,474,479,4486,4788,-302,621,292,329,962,480,482,4135,4320,-185,550,331,219,975,419,556,4493,4483,10,273,196,77
abs_regional_population_lga_2001_2021.116,116,1,New South Wales,17850,Walcha,3282,3270,-0.36563,3257,-0.397553517,3244,-0.399140313,3244,0,3259,0.462392109,3210,-1.50352869,3172,-1.183800623,3154,-0.567465322,3137,-0.538998098,3119,-0.573796621,3143,0.769477397,3150,0.222717149,3149,-0.031746032,3128,-0.666878374,3130,0.063938619,3146,0.511182109,3129,-0.540368722,3134,0.159795462,3105,-0.925335035,3103,-0.064412238,-2,-0.0644,6261.024414,0.49559999,32,31,1,181,173,8,10,3,7,28,38,-10,201,214,-13,10,4,6,37,25,12,186,199,-13,10,4,6,27,27,0,166,198,-32,8,5,3,37,36,1,206,210,-4,4,3,1
abs_regional_population_lga_2001_2021.117,117,1,New South Wales,17900,Walgett,8261,8049,-2.56628,7800,-3.093551994,7517,-3.628205128,7312,-2.727151789,7129,-2.50273523,6979,-2.104081919,6883,-1.375555237,6914,0.450385007,6908,-0.086780445,6797,-1.606832658,6701,-1.412387818,6595,-1.581853455,6512,-1.258529189,6419,-1.428132678,6317,-1.58903256,6197,-1.899635903,6044,-2.468936582,5952,-1.522170748,5828,-2.083333333,5785,-0.737817433,-43,-0.7378,22308.25195,0.25929999,98,61,37,391,559,-168,17,6,11,70,61,9,449,620,-171,16,7,9,80,60,20,494,614,-120,16,8,8,91,56,35,381,546,-165,15,9,6,79,66,13,465,523,-58,7,5,2
abs_regional_population_lga_2001_2021.118,118,1,New South Wales,17950,Warren,3293,3201,-2.79381,3111,-2.811621368,3008,-3.31083253,2919,-2.958776596,2814,-3.597122302,2786,-0.995024876,2789,0.107681263,2807,0.645392614,2840,1.175632348,2862,0.774647887,2857,-0.174703005,2836,-0.735036752,2809,-0.952045134,2783,-0.925596298,2797,0.503054258,2765,-1.144082946,2740,-0.904159132,2697,-1.569343066,2716,0.704486466,2708,-0.29455081,-8,-0.29460001,10753.76758,0.2518,40,33,7,105,150,-45,10,4,6,47,38,9,203,243,-40,10,4,6,33,22,11,162,222,-60,10,4,6,35,22,13,230,229,1,10,5,5,38,29,9,223,241,-18,4,3,1
abs_regional_population_lga_2001_2021.119,119,1,New South Wales,18020,Warrumbungle Shire,10762,10620,-1.31946,10446,-1.638418079,10258,-1.799731955,10155,-1.004094365,10034,-1.191531265,9952,-0.817221447,9925,-0.271302251,9930,0.050377834,9921,-0.090634441,9898,-0.231831469,9849,-0.495049505,9743,-1.076251396,9689,-0.554244073,9622,-0.691505831,9562,-0.623570983,9456,-1.108554696,9389,-0.708544839,9277,-1.192885291,9210,-0.722216234,9118,-0.998914224,-92,-0.9989,12372.12012,0.73699999,99,118,-19,529,638,-109,34,12,22,103,113,-10,705,781,-76,33,14,19,99,108,-9,551,672,-121,34,16,18,101,122,-21,544,601,-57,29,18,11,98,122,-24,639,709,-70,13,11,2
abs_regional_population_lga_2001_2021.120,120,1,New South Wales,18050,Waverley,62853,62832,-0.03341,62778,-0.085943468,62988,0.33451209,63435,0.709658983,64294,1.354142035,65279,1.532024761,66458,1.806093843,67394,1.408408318,68082,1.020862391,68698,0.904791281,69294,0.867565286,70052,1.093889803,70742,0.984982584,71336,0.839670917,72013,0.949029943,73386,1.906600197,74040,0.891178154,74222,0.245813074,74263,0.055239686,72743,-2.046779688,-1520,-2.0467999,9.35060024,7779.500977,1194,328,866,4892,6109,-1217,4296,2572,1724,996,334,662,5289,6557,-1268,4071,2811,1260,1028,370,658,5164,6801,-1637,4208,3047,1161,1008,351,657,5505,6953,-1448,3733,2901,832,1016,332,684,5917,7463,-1546,1674,2332,-658
abs_regional_population_lga_2001_2021.121,121,1,New South Wales,18100,Weddin,3826,3798,-0.73183,3768,-0.789889415,3756,-0.318471338,3737,-0.505857295,3722,-0.401391491,3710,-0.322407308,3715,0.134770889,3720,0.134589502,3733,0.349462366,3759,0.696490758,3738,-0.558659218,3723,-0.401284109,3706,-0.456621005,3688,-0.485698867,3677,-0.298264642,3643,-0.924666848,3632,-0.301948943,3613,-0.523127753,3597,-0.442845281,3577,-0.556018905,-20,-0.55599999,3414.856689,1.04750001,25,46,-21,183,206,-23,16,6,10,36,36,0,240,259,-19,15,7,8,37,42,-5,209,231,-22,15,7,8,30,42,-12,186,196,-10,14,8,6,28,31,-3,206,224,-18,6,5,1
abs_regional_population_lga_2001_2021.122,122,1,New South Wales,18200,Wentworth,7156,7078,-1.08999,7009,-0.974851653,6946,-0.898844343,6915,-0.446300029,6926,0.159074476,6963,0.534218885,6964,0.014361626,6932,-0.459506031,6910,-0.317368725,6837,-1.056439942,6847,0.146262981,6848,0.014604936,6877,0.423481308,6890,0.189035917,6932,0.6095791,6977,0.649163301,7033,0.802637237,7053,0.284373667,7090,0.524599461,7142,0.733427362,52,0.73339999,26255.93359,0.27200001,91,43,48,476,488,-12,14,5,9,94,68,26,552,528,24,12,6,6,80,50,30,500,516,-16,12,6,6,86,52,34,457,460,-3,12,6,6,79,64,15,513,477,36,5,4,1
abs_regional_population_lga_2001_2021.123,123,1,New South Wales,18250,Willoughby,61399,62785,2.25737,63389,0.96201322,64414,1.616999795,65578,1.807060577,66481,1.376986184,67809,1.997563214,68434,0.921706558,69512,1.575240378,70256,1.070318794,71139,1.256832157,72119,1.377584728,73072,1.321427086,74238,1.595686446,75970,2.333036989,77888,2.524680795,79757,2.399599425,80274,0.648218965,81109,1.040187358,81183,0.091235251,79556,-2.004114162,-1627,-2.00410008,22.42569923,3547.537109,998,367,631,5635,6103,-468,4608,2902,1706,868,421,447,6179,7497,-1318,4544,3156,1388,808,424,384,6249,7071,-822,4618,3345,1273,829,388,441,6046,7324,-1278,4092,3181,911,714,387,327,6628,7853,-1225,1824,2553,-729
abs_regional_population_lga_2001_2021.124,124,1,New South Wales,18350,Wingecarribee,42384,42980,1.40619,43257,0.644485807,43348,0.210370576,43402,0.124573221,43532,0.299525367,44054,1.19911789,44539,1.100921596,45165,1.405509778,45761,1.31960589,46126,0.79762243,46467,0.739279365,46964,1.069576258,47470,1.077421003,48150,1.432483674,48998,1.761163032,49675,1.381689049,50452,1.564167086,51127,1.337905336,51763,1.243961116,52309,1.054807488,546,1.05480003,2689.341553,19.45050049,455,519,-64,2669,2237,432,496,187,309,436,467,-31,3581,3035,546,474,212,262,475,496,-21,3525,3074,451,485,240,245,457,511,-54,3395,2873,522,432,264,168,481,532,-51,3863,3285,578,183,164,19
abs_regional_population_lga_2001_2021.125,125,1,New South Wales,18400,Wollondilly,38178,38513,0.87747,39215,1.822761146,39830,1.568277445,40411,1.458699473,40969,1.380812155,41589,1.513339354,42401,1.952439347,43145,1.754675597,43828,1.583033955,44607,1.777402574,45439,1.865178111,46399,2.112722551,47445,2.25435893,48562,2.354304985,49854,2.660516453,51036,2.370923095,52171,2.22392037,53143,1.863104023,54002,1.616393504,54772,1.425873116,770,1.42589998,2555.434082,21.43350029,623,264,359,3585,2889,696,206,79,127,675,265,410,4084,3472,612,199,86,113,726,279,447,3991,3575,416,204,95,109,697,268,429,3661,3303,358,180,108,72,743,251,492,4009,3744,265,77,64,13
abs_regional_population_lga_2001_2021.126,126,1,New South Wales,18450,Wollongong,188275,189851,0.83707,190475,0.328678806,190641,0.087150545,190721,0.041963691,190909,0.098573309,192770,0.974809988,195437,1.383514032,197887,1.253600905,200468,1.304279715,202068,0.79813237,203045,0.483500604,204707,0.818537763,206415,0.834363261,208313,0.919506819,210394,0.9989775,213281,1.37218742,215856,1.207327423,218076,1.02846342,219792,0.786881638,220659,0.394463857,867,0.39449999,684.3076172,322.4559021,2437,1682,755,8217,8510,-293,4005,1580,2425,2518,1754,764,9506,9855,-349,3851,1691,2160,2455,1674,781,9412,10050,-638,3924,1847,2077,2449,1698,751,9179,9613,-434,3482,2083,1399,2517,1684,833,10885,10595,290,986,1242,-256
abs_regional_population_lga_2001_2021.127,127,1,New South Wales,18500,Woollahra,52677,52792,0.21831,52998,0.390210638,52723,-0.518887505,52655,-0.128975969,52995,0.645712658,53564,1.073686197,54076,0.95586588,54862,1.453509875,55497,1.157449601,56320,1.482963043,56601,0.498934659,56909,0.544159997,57253,0.604473809,57513,0.454124675,57744,0.401648323,58504,1.316154059,58908,0.690551073,59345,0.741834725,59426,0.136490016,58480,-1.591895803,-946,-1.59189999,12.25839996,4770.606445,678,313,365,4765,5277,-512,2374,1467,907,694,326,368,5156,5796,-640,2266,1590,676,626,331,295,5207,5709,-502,2334,1690,644,591,334,257,5081,5720,-639,2074,1611,463,644,308,336,5623,6487,-864,875,1293,-418
abs_regional_population_lga_2001_2021.128,128,1,New South Wales,18710,Yass Valley,12002,12366,3.03283,12772,3.28319586,13058,2.239273411,13247,1.447388574,13500,1.909866385,13916,3.081481481,14310,2.831273354,14714,2.823200559,15227,3.486475466,15615,2.548105339,15808,1.235991034,16010,1.277834008,16188,1.111805122,16356,1.037805782,16568,1.29616043,16747,1.080395944,16936,1.128560339,17086,0.885687293,17322,1.381247805,17608,1.651079552,286,1.65110004,3995.01709,4.40749979,167,113,54,1116,1049,67,94,36,58,176,115,61,1275,1199,76,91,39,52,183,98,85,1372,1356,16,92,43,49,170,102,68,1253,1117,136,80,48,32,178,106,72,1381,1173,208,35,29,6
abs_regional_population_lga_2001_2021.129,129,1,New South Wales,19399,Unincorporated NSW,1210,1189,-1.73554,1162,-2.270815812,1135,-2.323580034,1114,-1.850220264,1095,-1.70556553,1100,0.456621005,1107,0.636363636,1107,0,1114,0.632339657,1119,0.448833034,1124,0.446827525,1127,0.266903915,1134,0.621118012,1106,-2.469135802,1112,0.542495479,1085,-2.428057554,1079,-0.552995392,1026,-4.911955514,961,-6.335282651,925,-3.746097815,-36,-3.74609995,93208.92188,0.0099,14,5,9,168,209,-41,8,3,5,13,4,9,231,251,-20,8,3,5,15,8,7,205,269,-64,7,3,4,10,7,3,166,236,-70,6,4,2,16,3,13,180,230,-50,3,2,1
abs_regional_population_lga_2001_2021.130,130,2,Victoria,20110,Alpine,12709,12655,-0.42490,12581,-0.584749111,12432,-1.18432557,12372,-0.482625483,12260,-0.905269964,12227,-0.269168026,12156,-0.580682097,12112,-0.361961171,12089,-0.18989432,12068,-0.173711639,12183,0.952933378,12283,0.820815891,12355,0.586176016,12429,0.598947794,12578,1.198809236,12638,0.477023374,12730,0.727963285,12812,0.644147683,12971,1.24102404,13069,0.75553157,98,0.75550002,4788.157227,2.72939992,97,139,-42,840,810,30,112,40,72,108,131,-23,851,809,42,115,42,73,97,149,-52,891,830,61,120,47,73,99,118,-19,875,748,127,107,56,51,81,124,-43,928,773,155,18,32,-14
