FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.260,260,3,Queensland,35670,Napranum,785,799,1.78344,819,2.503128911,836,2.075702076,856,2.392344498,876,2.336448598,881,0.570776256,890,1.021566402,901,1.235955056,910,0.998890122,908,-0.21978022,919,1.211453744,922,0.326441785,939,1.843817787,959,2.129925453,989,3.128258603,1018,2.932254803,1047,2.848722986,1076,2.769818529,1099,2.137546468,1114,1.364877161,15,1.36489999,2004.346802,0.55580002,48,0,48,37,58,-21,11,9,2,28,0,28,38,39,-1,11,9,2,22,4,18,63,52,11,10,10,0,22,3,19,57,58,-1,12,7,5,13,0,13,58,55,3,3,4,-1
abs_regional_population_lga_2001_2021.261,261,3,Queensland,35740,Noosa,43496,44893,3.21179,46063,2.606196957,47183,2.431452576,47635,0.957972151,48082,0.938385641,48595,1.066927332,49600,2.068114003,50315,1.441532258,50770,0.904302892,51038,0.52787079,51678,1.253967632,52360,1.319710515,52988,1.199388846,53497,0.960594852,53922,0.794437071,54642,1.335262045,55355,1.30485707,55864,0.919519465,56583,1.287054275,56796,0.376438153,213,0.37639999,869.8657227,65.2928009,403,406,-3,3865,3444,421,729,427,302,405,430,-25,4741,4253,488,719,469,250,380,482,-102,4830,4506,324,770,483,287,380,448,-68,4842,4329,513,744,470,274,378,446,-68,4980,4602,378,186,283,-97
abs_regional_population_lga_2001_2021.262,262,3,Queensland,35760,North Burnett,10450,10408,-0.40191,10415,0.067255957,10445,0.288046087,10403,-0.402106271,10378,-0.240315294,10322,-0.539603006,10335,0.125944584,10377,0.406386067,10358,-0.183097234,10374,0.154469975,10408,0.327742433,10487,0.759031514,10547,0.572136931,10607,0.568882147,10646,0.36768172,10663,0.159684389,10624,-0.365750727,10597,-0.254141566,10656,0.556761348,10702,0.431681682,46,0.43169999,19669.84961,0.54409999,91,94,-3,530,581,-51,167,96,71,107,109,-2,613,708,-95,162,104,58,101,104,-3,691,781,-90,173,107,66,99,96,3,678,680,-2,162,104,58,102,88,14,746,695,51,42,61,-19
abs_regional_population_lga_2001_2021.263,263,3,Queensland,35780,Northern Peninsula Area,2055,2058,0.14599,2069,0.534499514,2074,0.241662639,2070,-0.192864031,2063,-0.338164251,2168,5.08967523,2234,3.044280443,2273,1.745747538,2391,5.191377035,2463,3.011292346,2547,3.41047503,2620,2.866117,2741,4.618320611,2836,3.465888362,2945,3.843441467,3001,1.901528014,3068,2.232589137,3164,3.129074316,3223,1.864728192,3255,0.992863791,32,0.99290001,1052.067627,3.09389997,63,7,56,135,139,-4,8,4,4,64,9,55,149,140,9,8,5,3,98,4,94,150,151,-1,8,5,3,63,5,58,126,128,-2,8,5,3,56,10,46,146,159,-13,2,3,-1
abs_regional_population_lga_2001_2021.264,264,3,Queensland,35790,Palm Island,2269,2249,-0.88145,2202,-2.089817697,2155,-2.134423252,2103,-2.412993039,2070,-1.569186876,2162,4.444444444,2265,4.764107308,2333,3.002207506,2430,4.15773682,2538,4.444444444,2539,0.039401103,2529,-0.393855849,2527,-0.079082641,2550,0.910170162,2581,1.215686275,2613,1.239829523,2637,0.918484501,2671,1.289343951,2684,0.486709098,2691,0.260804769,7,0.2608,71.99279785,37.37870026,56,11,45,89,103,-14,4,3,1,23,11,12,101,91,10,4,2,2,49,12,37,112,116,-4,3,2,1,30,20,10,118,117,1,4,2,2,27,16,11,122,126,-4,1,1,0
abs_regional_population_lga_2001_2021.265,265,3,Queensland,35800,Paroo,2172,2127,-2.07182,2106,-0.987306065,2075,-1.471984805,2042,-1.590361446,1991,-2.49755142,1946,-2.260170768,1921,-1.284686536,1909,-0.624674649,1924,0.785751702,1937,0.675675676,1903,-1.755291688,1849,-2.837624803,1807,-2.271498107,1734,-4.039845047,1668,-3.806228374,1649,-1.139088729,1586,-3.820497271,1562,-1.513240858,1554,-0.512163892,1544,-0.643500644,-10,-0.64349997,47614.92188,0.0324,32,23,9,143,171,-28,2,2,0,24,22,2,124,190,-66,2,1,1,18,14,4,173,202,-29,2,1,1,32,19,13,144,166,-22,2,1,1,26,11,15,149,174,-25,1,1,0
abs_regional_population_lga_2001_2021.266,266,3,Queensland,36070,Pormpuraaw,618,622,0.64725,622,0,623,0.160771704,623,0,621,-0.321027287,647,4.186795491,662,2.318392581,673,1.66163142,691,2.674591382,715,3.473227207,730,2.097902098,737,0.95890411,747,1.356852103,764,2.275769746,785,2.748691099,819,4.331210191,833,1.709401709,845,1.44057623,856,1.301775148,860,0.46728972,4,0.4673,4395.365234,0.1957,29,3,26,46,40,6,5,3,2,14,5,9,42,39,3,5,3,2,16,5,11,41,41,0,3,2,1,11,4,7,40,37,3,3,2,1,6,7,-1,44,38,6,1,2,-1
abs_regional_population_lga_2001_2021.267,267,3,Queensland,36150,Quilpie,1086,1064,-2.02578,1045,-1.785714286,1025,-1.913875598,1019,-0.585365854,1012,-0.686947988,994,-1.778656126,992,-0.201207243,996,0.403225806,1003,0.702811245,1007,0.398803589,983,-2.383316783,944,-3.967446592,915,-3.072033898,868,-5.136612022,825,-4.953917051,819,-0.727272727,790,-3.540903541,778,-1.518987342,774,-0.514138817,769,-0.645994832,-5,-0.64600003,67414.65625,0.0114,21,10,11,57,74,-17,1,1,0,12,6,6,58,93,-35,1,1,0,15,4,11,72,95,-23,1,1,0,9,4,5,72,81,-9,1,1,0,17,3,14,67,86,-19,0,0,0
abs_regional_population_lga_2001_2021.268,268,3,Queensland,36250,Redland,115832,118870,2.62276,122994,3.46933625,126010,2.452152138,128654,2.098246171,130760,1.636948715,133596,2.168858978,136771,2.376568161,139859,2.257788566,141552,1.210504866,143711,1.525234543,145719,1.397248645,147328,1.104179963,148833,1.021530191,150107,0.855992959,152216,1.404997768,154590,1.559625795,156825,1.445759752,158801,1.260003188,160319,0.955913376,161463,0.713577305,1144,0.71359998,537.1671753,300.5823975,1625,1088,537,9202,7947,1255,1377,795,582,1659,1122,537,10438,9220,1218,1339,859,480,1588,1152,436,10946,9959,987,1439,886,553,1616,1179,437,10232,9662,570,1374,863,511,1639,1154,485,10917,10100,817,350,508,-158
abs_regional_population_lga_2001_2021.269,269,3,Queensland,36300,Richmond,1128,1090,-3.36879,1062,-2.568807339,1007,-5.178907721,975,-3.17775571,935,-4.102564103,908,-2.887700535,895,-1.431718062,898,0.335195531,873,-2.783964365,847,-2.978235968,841,-0.708382527,839,-0.237812128,838,-0.119189511,820,-2.14797136,806,-1.707317073,802,-0.496277916,806,0.498753117,810,0.496277916,813,0.37037037,824,1.35301353,11,1.35300004,26580.74805,0.031,22,7,15,55,75,-20,3,2,1,15,6,9,77,83,-6,3,2,1,11,5,6,95,98,-3,3,2,1,14,7,7,72,77,-5,2,1,1,10,0,10,80,79,1,1,1,0
abs_regional_population_lga_2001_2021.270,270,3,Queensland,36370,Rockhampton,70480,70909,0.60868,71499,0.832052349,72420,1.288129904,73185,1.056338028,74204,1.392361823,75195,1.33550752,76272,1.432276082,77448,1.54185022,78193,0.96193575,78939,0.954049595,80555,2.047150331,81745,1.477251567,82136,0.478316717,82026,-0.133924223,81322,-0.858264453,81193,-0.158628661,81051,-0.174891924,81509,0.56507631,81991,0.591345741,82311,0.390286739,320,0.39030001,6570.266602,12.52779961,1121,669,452,4341,5183,-842,615,354,261,1048,623,425,4810,5598,-788,599,378,221,1085,653,432,5328,5553,-225,642,391,251,1097,653,444,5153,5340,-187,609,384,225,1114,648,466,5361,5434,-73,155,228,-73
abs_regional_population_lga_2001_2021.271,271,3,Queensland,36510,Scenic Rim,30030,30715,2.28105,31930,3.95572196,32749,2.564985907,33560,2.476411493,34231,1.999404052,34983,2.196839122,35578,1.700826116,36525,2.661757266,37167,1.757700205,37437,0.726450884,37966,1.413040575,38732,2.01759469,39882,2.96912114,40307,1.065643649,40984,1.679609001,41749,1.866582081,42576,1.98088577,43120,1.277715145,43622,1.16419295,44027,0.928430608,405,0.92839998,4243.001465,10.37639999,382,295,87,3189,2623,566,264,152,112,404,307,97,3798,3161,637,256,163,93,395,310,85,3952,3599,353,275,169,106,398,315,83,3625,3299,326,257,164,93,402,318,84,3971,3619,352,67,98,-31
abs_regional_population_lga_2001_2021.272,272,3,Queensland,36580,Somerset,17866,18117,1.40490,18361,1.346801347,18609,1.35068896,19085,2.55790209,19608,2.74037202,19919,1.586087311,20366,2.244088559,21071,3.461651773,21717,3.065825068,22200,2.224064097,22761,2.527027027,23619,3.769605905,24459,3.556458783,24681,0.907641359,25153,1.912402253,25529,1.494851509,25881,1.378824082,26217,1.298249681,26278,0.232673456,26553,1.046502778,275,1.04649997,5373.433594,4.94150019,277,175,102,2095,1883,212,147,85,62,277,177,100,2312,2114,198,145,91,54,260,152,108,2519,2351,168,153,93,60,250,189,61,2264,2314,-50,142,92,50,260,183,77,2454,2240,214,38,54,-16
abs_regional_population_lga_2001_2021.273,273,3,Queensland,36630,South Burnett,27651,27942,1.05240,28251,1.105862143,28630,1.341545432,29050,1.466992665,29699,2.234079174,30114,1.397353446,30583,1.557415156,31173,1.92917634,31518,1.106726975,31803,0.904245193,32340,1.688519951,32647,0.949288806,32606,-0.125585812,32589,-0.052137643,32625,0.110466722,32574,-0.156321839,32549,-0.076748327,32518,-0.095241021,32633,0.353650286,32920,0.879477829,287,0.87949997,8381.557617,3.92770004,363,349,14,2214,2325,-111,107,61,46,392,365,27,2334,2426,-92,105,65,40,373,297,76,2501,2650,-149,110,68,42,374,320,54,2320,2297,23,105,67,38,366,294,72,2604,2376,228,26,39,-13
abs_regional_population_lga_2001_2021.274,274,3,Queensland,36660,Southern Downs,31064,31361,0.95609,31593,0.739772329,31729,0.430475105,32010,0.885625138,32411,1.252733521,32933,1.610564315,33451,1.572890414,33976,1.569459807,34313,0.991876619,34649,0.979220704,35013,1.050535369,35501,1.393768029,35580,0.222528943,35566,-0.039347948,35638,0.202440533,35566,-0.202031539,35593,0.0759152,35448,-0.407383474,35406,-0.118483412,35433,0.076258261,27,0.0763,7106.436035,4.98600006,392,316,76,1994,2232,-238,208,118,90,375,368,7,2418,2469,-51,201,130,71,358,340,18,2411,2657,-246,217,134,83,401,356,45,2235,2395,-160,203,130,73,364,389,-25,2528,2454,74,53,75,-22
abs_regional_population_lga_2001_2021.275,275,3,Queensland,36720,Sunshine Coast,198931,205772,3.43888,214931,4.451042902,223143,3.820761081,230168,3.148205411,236654,2.817941677,243309,2.812122339,250800,3.078801031,258047,2.889553429,263053,1.939956675,267241,1.592074601,274828,2.839010481,281969,2.598352424,288652,2.370118701,295317,2.309008772,302841,2.547770701,311142,2.741042329,319837,2.79454397,328390,2.674174658,336444,2.452571637,343590,2.123979028,7146,2.12400007,2253.852295,152.445694,3116,2268,848,19362,13611,5751,4024,2322,1702,3168,2251,917,22300,15930,6370,3912,2504,1408,3234,2342,892,23724,17677,6047,4199,2585,1614,3282,2470,812,22473,16756,5717,4045,2520,1525,3438,2377,1061,24923,18365,6558,1014,1487,-473
abs_regional_population_lga_2001_2021.276,276,3,Queensland,36820,Tablelands,21894,22201,1.40221,22502,1.355794784,22699,0.875477735,22861,0.713687828,23228,1.605354096,23553,1.399173411,23885,1.409586889,24103,0.91270672,24230,0.526905364,24372,0.586050351,24603,0.947808961,24827,0.910458074,25060,0.938494381,25111,0.203511572,25217,0.422125762,25335,0.467938296,25535,0.789421749,25572,0.144899158,25666,0.367589551,25697,0.120782358,31,0.1208,11292.86914,2.27550006,235,261,-26,1171,1114,57,205,118,87,247,266,-19,2072,1924,148,199,128,71,231,236,-5,2222,2262,-40,214,132,82,222,258,-36,2104,2045,59,200,129,71,230,272,-42,2074,1977,97,52,76,-24
abs_regional_population_lga_2001_2021.277,277,3,Queensland,36910,Toowoomba,134955,136619,1.23300,138528,1.397316625,140827,1.659592285,143791,2.104710034,145992,1.530693854,147927,1.325415091,150140,1.496008166,152525,1.588517384,154222,1.112604491,155473,0.811168316,157884,1.550751577,159916,1.287020851,161523,1.004902574,162775,0.775121809,164168,0.855782522,166013,1.12384874,167611,0.96257522,168992,0.823931604,170336,0.79530392,171135,0.469072891,799,0.4691,12957.20996,13.20769978,2070,1230,840,9232,8927,305,1649,949,700,2108,1259,849,9262,9094,168,1604,1023,581,2134,1291,843,10223,10347,-124,1719,1057,662,2155,1263,892,9728,9867,-139,1622,1031,591,2101,1212,889,10281,10180,101,416,607,-191
abs_regional_population_lga_2001_2021.278,278,3,Queensland,36950,Torres,3531,3560,0.82130,3544,-0.449438202,3512,-0.902934537,3481,-0.882687927,3373,-3.102556737,3418,1.334123925,3457,1.141018139,3481,0.694243564,3485,0.114909509,3477,-0.229555237,3567,2.588438309,3647,2.242781049,3717,1.919385797,3753,0.968523002,3799,1.225686118,3809,0.263227165,3847,0.997637175,3888,1.065765532,3923,0.900205761,3958,0.892174356,35,0.89219999,883.7401733,4.47870016,57,14,43,302,344,-42,20,11,9,77,23,54,329,353,-24,20,12,8,66,11,55,354,376,-22,20,12,8,63,14,49,352,374,-22,20,12,8,49,15,34,352,349,3,5,7,-2
abs_regional_population_lga_2001_2021.279,279,3,Queensland,36960,Torres Strait Island,4244,4314,1.64939,4387,1.692165044,4400,0.296330066,4485,1.931818182,4548,1.404682274,4577,0.63764292,4606,0.633602797,4609,0.065132436,4600,-0.195270124,4578,-0.47826087,4599,0.458715596,4614,0.32615786,4690,1.647160815,4731,0.874200426,4775,0.930035933,4860,1.780104712,4993,2.736625514,5105,2.243140397,5177,1.410381978,5236,1.139656172,59,1.13970006,490.0452881,10.68470001,89,22,67,259,244,15,7,4,3,101,11,90,234,194,40,7,4,3,77,11,66,275,232,43,7,4,3,90,13,77,330,337,-7,6,4,2,79,14,65,263,269,-6,2,2,0
abs_regional_population_lga_2001_2021.280,280,3,Queensland,37010,Townsville,142012,145115,2.18503,147964,1.96327051,151172,2.168094942,155330,2.750509354,159482,2.673018734,163509,2.525049849,168503,3.054266126,173067,2.708557118,176528,1.999803544,180114,2.031405783,183612,1.942103335,186519,1.583229854,188777,1.210600529,190011,0.653681328,191348,0.703643473,192944,0.834082405,194019,0.557156481,195022,0.516959679,196770,0.896309134,197992,0.621029629,1222,0.62099999,3730.819824,53.06930161,2615,1134,1481,12453,13165,-712,2032,1205,827,2573,1067,1506,12862,13974,-1112,1979,1298,681,2495,1121,1374,13449,14589,-1140,2119,1350,769,2469,1137,1332,12677,12946,-269,1988,1303,685,2484,1170,1314,13370,13169,201,512,805,-293
abs_regional_population_lga_2001_2021.281,281,3,Queensland,37300,Weipa,2131,2241,5.16190,2367,5.62248996,2507,5.914659907,2721,8.536098923,2902,6.651966189,3133,7.960027567,3246,3.606766677,3303,1.756007394,3337,1.029367242,3423,2.577165118,3684,7.624890447,3811,3.447339848,3863,1.364471267,3964,2.614548279,4040,1.917255298,4156,2.871287129,4239,1.997112608,4333,2.217504128,4444,2.561735518,4556,2.520252025,112,2.52029991,10.46430016,435.3851013,79,8,71,96,61,35,23,13,10,84,7,77,253,255,-2,22,14,8,61,10,51,200,165,35,23,15,8,86,0,86,119,102,17,22,14,8,75,3,72,214,172,42,6,8,-2
abs_regional_population_lga_2001_2021.282,282,3,Queensland,37310,Western Downs,28715,28711,-0.01393,28636,-0.261223921,28655,0.066350049,28837,0.635142209,29122,0.988313625,29520,1.366664377,30235,2.422086721,30893,2.176285762,31466,1.854789111,32365,2.857052056,32899,1.64993048,33415,1.568436731,33744,0.98458776,33867,0.364509246,34049,0.537396285,34434,1.130723369,34459,0.07260266,34582,0.356945936,34575,-0.020241744,34560,-0.043383948,-15,-0.0434,37922.5,0.9113,463,230,233,2629,2554,75,181,104,77,460,226,234,2776,3052,-276,178,111,67,479,253,226,2733,2908,-175,188,116,72,482,287,195,2615,2880,-265,177,114,63,496,266,230,2476,2700,-224,45,66,-21
abs_regional_population_lga_2001_2021.283,283,3,Queensland,37340,Whitsunday,27396,27996,2.19010,28491,1.76810973,28977,1.705801832,29606,2.170687097,30255,2.192123218,30759,1.665840357,31337,1.879124809,31838,1.598749083,32140,0.948552045,32416,0.858742999,33397,3.026283317,34113,2.143905141,34362,0.729927007,34509,0.427798149,34538,0.084036049,34774,0.683305345,35037,0.756312187,35353,0.901903702,35920,1.603824286,36154,0.651447661,234,0.65140003,23818.97266,1.51789999,386,236,150,2537,2762,-225,730,419,311,377,192,185,2419,2596,-177,709,454,255,339,217,122,2673,2772,-99,759,466,293,404,214,190,2621,2513,108,723,454,269,412,223,189,2827,2696,131,183,269,-86
abs_regional_population_lga_2001_2021.296,296,4,South Australia,40700,Burnside,42403,42609,0.48581,42730,0.283977563,42998,0.627194009,43272,0.637238941,43414,0.328156776,43549,0.310959598,43678,0.296218053,43969,0.666239297,44091,0.277468216,44092,0.002268037,44282,0.430917173,44457,0.395194436,44678,0.497109567,44938,0.581941895,45216,0.618630113,45510,0.650212314,45714,0.448253131,45854,0.306251914,46127,0.595367907,45869,-0.559325341,-258,-0.55930001,27.5182991,1666.85437,350,353,-3,3233,3326,-93,1012,622,390,346,352,-6,3613,3787,-174,1043,659,384,252,390,-138,3545,3737,-192,1153,683,470,314,366,-52,3550,3689,-139,1221,757,464,295,292,3,3780,3762,18,247,526,-279
abs_regional_population_lga_2001_2021.297,297,4,South Australia,40910,Campbelltown (SA),46544,46661,0.25138,46801,0.300036433,46883,0.175209931,47059,0.375402598,47383,0.688497418,47886,1.061562164,48379,1.029528463,49067,1.422104632,49531,0.94564575,49788,0.518866972,50244,0.915883345,50476,0.461746676,50717,0.477454632,50937,0.433779601,51080,0.280738952,51178,0.191855912,51473,0.576419555,52232,1.474559478,53078,1.619696738,53084,0.011304118,6,0.0113,24.3484993,2180.175293,548,471,77,3348,3922,-574,1076,481,595,501,436,65,3950,4347,-397,1090,463,627,533,416,117,3920,4019,-99,1202,461,741,521,423,98,3907,3894,13,1255,520,735,545,417,128,4252,4266,-14,258,366,-108
abs_regional_population_lga_2001_2021.284,284,3,Queensland,37400,Winton,1585,1567,-1.13565,1543,-1.531589024,1473,-4.53661698,1454,-1.289884589,1423,-2.132049519,1403,-1.405481377,1372,-2.209550962,1371,-0.072886297,1359,-0.875273523,1380,1.545253863,1345,-2.536231884,1312,-2.453531599,1276,-2.743902439,1222,-4.231974922,1154,-5.564648118,1148,-0.519930676,1157,0.783972125,1153,-0.345721694,1135,-1.56114484,1140,0.440528634,5,0.44049999,53813.48438,0.0212,15,10,5,38,51,-13,4,2,2,11,14,-3,102,92,10,4,2,2,11,4,7,98,111,-13,4,2,2,10,10,0,74,93,-19,3,2,1,16,9,7,84,86,-2,1,1,0
abs_regional_population_lga_2001_2021.298,298,4,South Australia,41010,Ceduna,3625,3643,0.49655,3665,0.603897886,3676,0.300136426,3684,0.217627856,3702,0.488599349,3693,-0.243111831,3672,-0.568643379,3642,-0.816993464,3638,-0.109829764,3595,-1.181968114,3594,-0.027816412,3574,-0.556483027,3577,0.083939564,3574,-0.083869164,3566,-0.223838836,3549,-0.476724621,3466,-2.338686954,3442,-0.692440854,3423,-0.552004648,3401,-0.642711072,-22,-0.64270002,5420.343262,0.6275,65,39,26,216,266,-50,11,4,7,42,25,17,226,332,-106,11,5,6,57,21,36,264,331,-67,12,5,7,57,25,32,262,321,-59,13,5,8,46,28,18,255,293,-38,2,4,-2
abs_regional_population_lga_2001_2021.285,285,3,Queensland,37550,Woorabinda,1014,987,-2.66272,966,-2.127659574,943,-2.380952381,915,-2.969247084,886,-3.169398907,902,1.805869074,916,1.55210643,934,1.965065502,957,2.462526767,976,1.985370951,984,0.819672131,986,0.203252033,990,0.405679513,989,-0.101010101,999,1.011122346,998,-0.1001001,1005,0.701402806,1016,1.094527363,995,-2.066929134,1001,0.603015075,6,0.60299999,390.5578003,2.56299996,24,5,19,77,98,-21,4,3,1,10,3,7,95,96,-1,4,3,1,38,6,32,90,112,-22,4,3,1,6,15,-9,90,104,-14,4,2,2,10,8,2,99,94,5,1,2,-1
abs_regional_population_lga_2001_2021.299,299,4,South Australia,41060,Charles Sturt,102897,102884,-0.01263,102776,-0.10497259,102751,-0.024324745,102797,0.044768421,103364,0.551572517,103897,0.515653419,104773,0.843142728,106320,1.476525441,107662,1.262227239,108680,0.94555182,110050,1.260581524,111324,1.157655611,112846,1.367180482,114125,1.133403045,114980,0.749178532,116029,0.91233258,117388,1.171258909,119002,1.374927591,120726,1.448715148,121065,0.280801153,339,0.28080001,54.78760147,2209.715332,1261,996,265,7245,7504,-259,1867,824,1043,1321,1062,259,8201,8177,24,1867,791,1076,1270,1028,242,8682,8586,96,2069,793,1276,1312,1030,282,8764,8588,176,2138,872,1266,1418,972,446,9258,9182,76,445,628,-183
abs_regional_population_lga_2001_2021.300,300,4,South Australia,41140,Clare and Gilbert Valleys,8347,8378,0.37139,8335,-0.513248985,8320,-0.179964007,8328,0.096153846,8370,0.504322767,8448,0.931899642,8537,1.053503788,8622,0.995665925,8759,1.588958478,8871,1.278684781,8963,1.037087138,9068,1.171482762,9138,0.771945302,9204,0.7222587,9244,0.434593655,9317,0.789701428,9379,0.665450252,9424,0.479795287,9470,0.48811545,9463,-0.073917635,-7,-0.0739,1892.446655,5.00040007,95,79,16,418,375,43,27,13,14,90,74,16,513,484,29,29,12,17,88,85,3,586,563,23,31,12,19,92,95,-3,583,553,30,33,14,19,93,89,4,602,609,-7,6,10,-4
abs_regional_population_lga_2001_2021.303,303,4,South Australia,41560,Copper Coast,10988,11054,0.60066,11144,0.81418491,11266,1.094759512,11440,1.544470087,11649,1.826923077,12042,3.373680144,12382,2.823451254,12781,3.222419641,13033,1.971676708,13126,0.713573237,13466,2.590278836,13747,2.086736967,14024,2.014985088,14266,1.725613234,14472,1.44399271,14650,1.229961305,14873,1.5221843,15009,0.91440866,15128,0.792857619,15352,1.480698043,224,1.48070002,772.914917,19.86249924,145,177,-32,896,699,197,23,10,13,135,181,-46,1055,799,256,23,10,13,114,186,-72,991,799,192,26,10,16,105,165,-60,933,771,162,28,11,17,135,181,-46,1085,813,272,5,7,-2
abs_regional_population_lga_2001_2021.286,286,3,Queensland,37570,Wujal Wujal,366,361,-1.36612,356,-1.385041551,347,-2.528089888,342,-1.44092219,336,-1.754385965,325,-3.273809524,319,-1.846153846,311,-2.507836991,297,-4.501607717,287,-3.367003367,287,0,289,0.696864111,291,0.692041522,287,-1.374570447,292,1.742160279,298,2.054794521,306,2.684563758,312,1.960784314,316,1.282051282,319,0.949367089,3,0.94940001,11.84200001,26.93799973,9,3,6,24,24,0,3,3,0,3,0,3,28,23,5,3,3,0,3,3,0,32,26,6,3,3,0,4,0,4,27,28,-1,3,2,1,5,3,2,27,26,1,1,1,0
abs_regional_population_lga_2001_2021.287,287,3,Queensland,37600,Yarrabah,2236,2278,1.87835,2323,1.975417032,2365,1.808006888,2410,1.902748414,2468,2.406639004,2498,1.215559157,2531,1.321056845,2535,0.1580403,2588,2.090729783,2595,0.270479134,2643,1.849710983,2686,1.626939084,2694,0.297840655,2695,0.037119525,2702,0.25974026,2799,3.589933383,2847,1.714898178,2901,1.896733404,2932,1.068597036,2955,0.784447476,23,0.78439999,158.8381043,18.60379982,107,9,98,143,147,-4,6,3,3,67,16,51,153,158,-5,5,3,2,46,8,38,144,130,14,5,3,2,47,15,32,131,134,-3,5,3,2,45,20,25,134,135,-1,1,2,-1
abs_regional_population_lga_2001_2021.302,302,4,South Australia,41330,Coober Pedy,2414,2298,-4.80530,2220,-3.394255875,2150,-3.153153153,2040,-5.11627907,1984,-2.745098039,1928,-2.822580645,1860,-3.526970954,1799,-3.279569892,1781,-1.000555864,1760,-1.179112858,1787,1.534090909,1811,1.343033016,1825,0.773053562,1822,-0.164383562,1818,-0.219538968,1837,1.04510451,1845,0.435492651,1834,-0.596205962,1820,-0.763358779,1775,-2.472527473,-45,-2.47250009,77.67949677,22.85029984,29,31,-2,84,68,16,9,4,5,21,20,1,137,135,2,9,4,5,19,14,5,115,136,-21,9,4,5,19,17,2,133,156,-23,11,4,7,20,11,9,145,198,-53,2,3,-1
abs_regional_population_lga_2001_2021.288,288,4,South Australia,40070,Adelaide,13211,13857,4.88986,14533,4.878400808,15613,7.431363105,16573,6.148722219,17479,5.466722983,18549,6.121631672,19217,3.601272306,19914,3.62699693,20525,3.068193231,20920,1.924482339,21537,2.949330784,22143,2.813762362,22624,2.17224405,23085,2.037659123,23552,2.022958631,24248,2.955163043,24807,2.305344771,25549,2.991091224,26180,2.469763983,25746,-1.657754011,-434,-1.65779996,15.57330036,1653.214233,145,127,18,2548,2720,-172,2313,1463,850,144,126,18,2586,2804,-218,2164,1405,759,136,109,27,2738,2957,-219,2394,1460,934,152,115,37,2569,2795,-226,2408,1588,820,139,98,41,3044,2911,133,513,1121,-608
abs_regional_population_lga_2001_2021.289,289,4,South Australia,40120,Adelaide Hills,38549,38681,0.34242,38829,0.382616789,38890,0.157099075,39066,0.452558498,39165,0.253417294,39204,0.099578705,39301,0.247423732,39424,0.312969136,39640,0.54788961,39699,0.148839556,39720,0.052898058,39687,-0.083081571,39657,-0.075591504,39630,-0.068083819,39632,0.005046682,39650,0.045417844,39735,0.214375788,39981,0.619101548,40159,0.445211475,40233,0.184267537,74,0.18430001,794.4957275,50.63970184,354,209,145,2223,2477,-254,234,107,127,348,206,142,2791,2981,-190,238,105,133,371,211,160,2586,2659,-73,266,107,159,368,266,102,2558,2649,-91,285,118,167,362,225,137,2902,2938,-36,57,84,-27
abs_regional_population_lga_2001_2021.290,290,4,South Australia,40150,Adelaide Plains,7354,7509,2.10770,7710,2.676787855,7816,1.374837873,8023,2.648413511,8118,1.184095725,8255,1.687607785,8285,0.363416111,8324,0.470730235,8417,1.117251321,8483,0.784127361,8576,1.096310268,8646,0.816231343,8744,1.133472126,8819,0.857731016,8912,1.054541331,8982,0.78545781,9059,0.857270096,9135,0.838944696,9440,3.338806787,9655,2.277542373,215,2.27749991,932.491272,10.35400009,92,35,57,430,419,11,6,4,2,92,35,57,586,570,16,6,2,4,84,47,37,608,575,33,8,2,6,113,38,75,760,534,226,8,4,4,124,46,78,801,664,137,2,2,0
